中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
827,"	2017-04-28 00:00:00",496,"2.9199999999999999E+001",1001,5442,1574,0,2281,9158,"1.3199999999999999E+001",819
363,"	2018-11-21 00:00:00",199,"8.5299999999999997E+001",1001,2281,272,0,12901,3428,"2.6000000000000001E+000",313
145,"	2018-04-18 00:00:00",97,"6.7900000000000006E+001",1001,456,268,0,8821,1102,"3.8999999999999999E+000",136
693,"	2018-10-16 00:00:00",456,"7.4700000000000003E+001",1001,3838,762,0,12181,6311,"2.3999999999999999E+000",562
518,"	2019-03-18 00:00:00",220,"8.35E+001",1001,1519,406,0,15241,3051,"2.8999999999999999E+000",388
706,"	2017-10-16 00:00:00",475,"4.3299999999999997E+001",1001,2844,1423,0,5141,6058,"7.7999999999999998E+000",610
1000,"	2018-03-09 00:00:00",560,"8.3299999999999997E+001",1001,4379,1254,0,8021,8065,"6.4000000000000004E+000",872
307,"	2017-11-12 00:00:00",204,"2.7600000000000001E+001",1001,755,580,0,5681,2053,"2.6000000000000001E+000",207
412,"	2017-07-28 00:00:00",293,"1.45E+001",1001,2953,836,0,3745,4873,"8.9000000000000004E+000",379
492,"	2019-01-12 00:00:00",259,"8.8299999999999997E+001",1001,2557,320,0,13941,3976,"2.2000000000000002E+000",348
2224,"	2018-12-16 00:00:00",2530,"4.45E+001",1001,15846,6049,0,13401,28369,"2.15E+001",1720
576,"	2019-05-14 00:00:00",336,"9.8599999999999994E+001",1001,1882,393,0,16381,3599,"1.6000000000000001E+000",412
470,"	2017-05-24 00:00:00",252,"2.35E+001",1001,1595,768,0,2801,3463,"4.5E+000",378
527,"	2018-07-31 00:00:00",432,"7.8900000000000006E+001",1001,4418,1564,0,10721,7385,"9.0999999999999996E+000",444
1197,"	2017-04-22 00:00:00",757,"2.6399999999999999E+001",1001,10224,1995,0,2161,15291,"2.2800000000000001E+001",1118
748,"	2019-03-20 00:00:00",511,"9.4E+001",1001,1806,626,0,15281,4160,"2.2999999999999998E+000",469
158,"	2019-03-01 00:00:00",76,"4.3600000000000001E+001",1001,448,108,0,14901,868,"1.7E+000",78
1608,"	2018-07-08 00:00:00",1506,"5.2100000000000001E+001",1001,9422,4854,0,10261,18865,"1.7199999999999999E+001",1475
858,"	2018-08-17 00:00:00",534,"1.065E+002",1001,6610,657,0,11061,9391,"1.6000000000000001E+000",732
1980,"	2018-05-04 00:00:00",1664,"3.5100000000000001E+001",1001,17253,7036,0,9141,29658,"2.1E+001",1725
673,"	2019-04-01 00:00:00",398,"8.7599999999999994E+001",1001,2085,555,0,15521,4227,"3.2999999999999998E+000",516
630,"	2019-04-13 00:00:00",319,"8.9099999999999994E+001",1001,1953,356,0,15761,3742,"2.0E+000",484
2006,"	2018-05-05 00:00:00",1778,"6.1399999999999999E+001",1001,14349,6046,0,9161,26012,"1.8199999999999999E+001",1833
34,"	2018-03-10 00:00:00",35,"1.8899999999999999E+001",1001,87,94,0,8041,275,"1.2E+000",25
747,"	2018-01-09 00:00:00",338,"7.6400000000000006E+001",1001,3349,719,0,6841,5781,"2.8999999999999999E+000",628
160,"	2017-11-13 00:00:00",141,"1.26E+001",1001,863,359,0,5701,1647,"4.5999999999999996E+000",124
1289,"	2017-09-03 00:00:00",693,"3.3399999999999999E+001",1001,10088,2108,0,4763,15243,"2.1399999999999999E+001",1065
887,"	2017-07-15 00:00:00",519,"3.4700000000000003E+001",1001,4010,1670,0,3746,7842,"1.0199999999999999E+001",756
577,"	2017-05-14 00:00:00",342,"1.8800000000000001E+001",1001,4104,1063,0,2601,6556,"1.4800000000000001E+001",470
332,"	2017-05-04 00:00:00",237,"1.5800000000000001E+001",1001,2632,690,0,2401,4158,"1.0E+001",267
1289,"	2017-05-03 00:00:00",693,"3.3399999999999999E+001",1001,10088,2108,0,2381,15243,"2.1399999999999999E+001",1065
349,"	2019-06-02 00:00:00",198,"9.6400000000000006E+001",1001,783,193,0,16761,1746,"1.2E+000",223
548,"	2019-06-10 00:00:00",280,"9.1200000000000003E+001",1001,1467,374,0,16921,3053,"1.6000000000000001E+000",384
156,"	2018-02-15 00:00:00",68,"1.6699999999999999E+001",1001,525,204,0,7581,1096,9.0000000000000002E-001,143
1525,"	2018-07-12 00:00:00",1268,"5.4600000000000001E+001",1001,11291,5184,0,10341,20544,"1.8100000000000001E+001",1276
821,"	2019-04-11 00:00:00",420,"9.1799999999999997E+001",1001,2437,583,0,15721,4798,"3.0E+000",537
220,"	2018-11-18 00:00:00",174,"8.7099999999999994E+001",1001,2279,257,0,12841,3103,"1.7E+000",173
762,"	2018-08-27 00:00:00",422,"1.047E+002",1001,4226,643,0,11261,6660,"1.5E+000",607
1120,"	2018-07-02 00:00:00",974,"3.1399999999999999E+001",1001,7280,3059,0,10141,13422,"1.1199999999999999E+001",989
1329,"	2018-06-25 00:00:00",1096,"4.1399999999999999E+001",1001,9785,3774,0,10001,17161,"1.1699999999999999E+001",1177
2586,"	2018-06-22 00:00:00",1963,"5.2899999999999999E+001",1001,15498,7876,0,9941,30117,"2.0600000000000001E+001",2194
36,"	2018-11-02 00:00:00",24,"7.9900000000000006E+001",1001,1063,27,0,12521,1167,8.0000000000000004E-001,17
1229,"	2018-06-17 00:00:00",1083,"4.3100000000000001E+001",1001,8282,4265,0,9841,15890,"1.2199999999999999E+001",1031
3273,"	2018-06-14 00:00:00",2793,"4.9100000000000001E+001",1001,22856,7825,0,9781,39527,"2.0800000000000001E+001",2780
2107,"	2018-06-11 00:00:00",1456,"5.1299999999999997E+001",1001,16519,5878,0,9721,27924,"2.45E+001",1964
689,"	2018-08-28 00:00:00",336,"1.015E+002",1001,4752,450,0,11281,6915,"1.3999999999999999E+000",688
2607,"	2018-05-27 00:00:00",2248,"5.3399999999999999E+001",1001,21863,6819,0,9601,35950,"1.9300000000000001E+001",2413
998,"	2018-05-24 00:00:00",569,"7.35E+001",1001,7967,2385,0,9541,12803,"8.4000000000000004E+000",884
1365,"	2018-05-22 00:00:00",1370,"5.05E+001",1001,12907,3948,0,9501,20786,"1.54E+001",1196
949,"	2018-05-19 00:00:00",1044,"2.7899999999999999E+001",1001,11847,5000,0,9441,19742,"1.9199999999999999E+001",902
1876,"	2018-05-16 00:00:00",1507,"4.3399999999999999E+001",1001,16552,7308,0,9381,28947,"2.5E+001",1704
1170,"	2018-05-13 00:00:00",1548,"2.8699999999999999E+001",1001,14351,4215,0,9321,22326,"1.8800000000000001E+001",1042
3356,"	2018-05-10 00:00:00",2700,"5.3700000000000003E+001",1001,23492,8259,0,9261,40875,"2.1E+001",3068
970,"	2018-08-29 00:00:00",551,"9.6E+001",1001,7719,866,0,11301,11051,"3.3999999999999999E+000",945
2199,"	2018-05-03 00:00:00",1788,"5.1899999999999999E+001",1001,17040,5581,0,9121,28741,"2.15E+001",2133
1735,"	2018-04-28 00:00:00",2401,"3.0399999999999999E+001",1001,19882,5621,0,9021,31203,"2.7199999999999999E+001",1564
542,"	2019-03-06 00:00:00",512,"6.3899999999999999E+001",1001,3118,1572,0,15001,6230,"8.5999999999999996E+000",486
48,"	2018-04-21 00:00:00",31,"3.4E+001",1001,148,120,0,8881,379,"2.0E+000",32
132,"	2018-04-17 00:00:00",80,"6.7400000000000006E+001",1001,200,257,0,8801,755,"3.8999999999999999E+000",86
29,"	2018-04-14 00:00:00",16,"4.0600000000000001E+001",1001,378,28,0,8741,483,8.0000000000000004E-001,32
17,"	2018-04-10 00:00:00",9,"1.7699999999999999E+001",1001,54,47,0,8661,132,"2.0E+000",5
703,"	2018-08-30 00:00:00",372,"8.9799999999999997E+001",1001,5849,421,0,11321,8056,"3.7999999999999998E+000",711
151,"	2017-04-23 00:00:00",95,"9.3000000000000007E+000",1001,1085,398,0,2181,1839,"7.9000000000000004E+000",110
913,"	2018-04-01 00:00:00",531,"3.3799999999999997E+001",1001,4742,1391,0,8481,8365,"7.9000000000000004E+000",788
271,"	2018-03-28 00:00:00",185,"2.9899999999999999E+001",1001,1340,524,0,8401,2611,"7.4000000000000004E+000",291
146,"	2018-03-24 00:00:00",80,"2.5899999999999999E+001",1001,596,169,0,8321,1108,"2.3999999999999999E+000",117
1610,"	2018-03-20 00:00:00",894,"7.4400000000000006E+001",1001,7680,2209,0,8241,13697,"1.3199999999999999E+001",1304
974,"	2018-03-17 00:00:00",547,"5.7799999999999997E+001",1001,3707,1588,0,8181,7653,"1.01E+001",837
132,"	2018-03-15 00:00:00",85,"5.9700000000000003E+001",1001,374,276,0,8141,988,"4.7000000000000002E+000",121
859,"	2018-08-31 00:00:00",498,"9.8099999999999994E+001",1001,5983,691,0,11322,8873,"3.2000000000000002E+000",842
462,"	2019-02-28 00:00:00",173,"7.8299999999999997E+001",1001,1511,254,0,14881,2723,"2.2999999999999998E+000",323
316,"	2018-03-03 00:00:00",170,"2.6100000000000001E+001",1001,1173,615,0,7901,2526,"3.0E+000",252
525,"	2019-02-27 00:00:00",294,"8.5400000000000006E+001",1001,1431,389,0,14861,2998,"2.7999999999999998E+000",359
355,"	2018-02-23 00:00:00",233,"3.7899999999999999E+001",1001,1070,670,0,7741,2631,"2.6000000000000001E+000",303
170,"	2018-02-18 00:00:00",110,"2.2899999999999999E+001",1001,298,264,0,7641,957,9.0000000000000002E-001,115
0,"	2018-11-17 00:00:00",0,"7.9099999999999994E+001",1001,1083,0,0,12821,1083,2.9999999999999999E-001,0
1322,"	2019-03-05 00:00:00",1758,"4.9299999999999997E+001",1001,7433,3115,0,14981,14713,"1.46E+001",1085
29,"	2019-03-08 00:00:00",10,"6.5200000000000003E+001",1001,106,12,0,15041,176,4.0000000000000002E-001,19
623,"	2018-07-26 00:00:00",341,"8.8400000000000006E+001",1001,3535,425,0,10621,5398,"2.1000000000000001E+000",474
1008,"	2018-10-11 00:00:00",1046,"7.1799999999999997E+001",1001,6195,1632,0,12081,10790,"6.7999999999999998E+000",909
181,"	2019-08-14 00:00:00",82,"9.5900000000000006E+001",1001,670,87,0,18221,1180,"1.2E+000",160
170,"	2019-01-25 00:00:00",144,"6.2200000000000003E+001",1001,1975,612,0,14201,3017,"5.2999999999999998E+000",116
1981,"	2018-06-13 00:00:00",2018,"4.1E+001",1001,18300,8021,0,9761,32085,"2.6E+001",1765
1024,"	2018-10-10 00:00:00",843,"4.75E+001",1001,6966,2839,0,12061,12500,"1.36E+001",828
178,"	2019-08-11 00:00:00",76,"1.01E+002",1001,531,69,0,18161,983,8.0000000000000004E-001,129
1137,"	2017-04-11 00:00:00",736,"3.2100000000000001E+001",1001,8564,1861,0,1941,13286,"1.6E+001",988
521,"	2019-01-23 00:00:00",450,"6.4299999999999997E+001",1001,4335,1973,0,14161,7732,"1.4E+001",453
720,"	2018-05-18 00:00:00",514,"5.85E+001",1001,5772,2282,0,9421,9921,"9.0E+000",633
376,"	2019-03-16 00:00:00",209,"8.6299999999999997E+001",1001,1045,294,0,15201,2153,"1.6000000000000001E+000",229
1706,"	2018-07-24 00:00:00",1349,"6.0600000000000001E+001",1001,11193,6485,0,10581,22216,"2.0800000000000001E+001",1483
52,"	2018-04-26 00:00:00",23,"4.8299999999999997E+001",1001,204,164,0,8981,493,"7.4000000000000004E+000",50
27,"	2018-04-19 00:00:00",15,"3.4299999999999997E+001",1001,143,55,0,8841,269,"1.0E+000",29
33,"	2018-10-08 00:00:00",14,"3.2799999999999997E+001",1001,94,86,0,12021,244,"2.5E+000",17
780,"	2019-03-22 00:00:00",416,"9.3799999999999997E+001",1001,1789,474,0,15321,3932,"2.1000000000000001E+000",473
180,"	2018-10-29 00:00:00",216,"5.5399999999999999E+001",1001,2491,713,0,12441,3777,"9.4000000000000004E+000",177
285,"	2018-11-08 00:00:00",139,"8.2200000000000003E+001",1001,1411,159,0,12641,2209,8.0000000000000004E-001,215
212,"	2018-03-22 00:00:00",122,"2.6899999999999999E+001",1001,822,382,0,8281,1693,"3.7000000000000002E+000",155
732,"	2018-08-24 00:00:00",469,"1.045E+002",1001,5179,604,0,11201,7567,"1.3999999999999999E+000",583
706,"	2018-07-28 00:00:00",457,"1.0290000000000001E+002",1001,6607,695,0,10661,9133,"2.2000000000000002E+000",668
221,"	2018-03-02 00:00:00",137,"1.6899999999999999E+001",1001,641,476,0,7881,1633,"2.2000000000000002E+000",158
213,"	2018-02-27 00:00:00",147,"1.7899999999999999E+001",1001,641,482,0,7821,1670,"2.2000000000000002E+000",187
144,"	2018-02-14 00:00:00",73,"1.35E+001",1001,520,258,0,7561,1113,"1.2E+000",118
104,"	2018-02-13 00:00:00",69,"1.09E+001",1001,253,140,0,7541,626,5.0E-001,60
287,"	2018-02-08 00:00:00",209,"2.7199999999999999E+001",1001,967,508,0,7441,2217,"2.1000000000000001E+000",246
467,"	2019-02-24 00:00:00",272,"9.1599999999999994E+001",1001,2545,387,0,14801,4054,"1.8999999999999999E+000",383
582,"	2018-08-25 00:00:00",410,"1.103E+002",1001,4483,441,0,11221,6366,"1.1000000000000001E+000",450
109,"	2018-01-17 00:00:00",64,"1.04E+001",1001,297,141,0,7001,704,5.9999999999999998E-001,93
638,"	2019-04-02 00:00:00",337,"8.3900000000000006E+001",1001,1952,462,0,15541,3847,"3.2999999999999998E+000",458
420,"	2018-07-29 00:00:00",249,"9.5299999999999997E+001",1001,5066,359,0,10681,6506,"1.8E+000",412
1174,"	2018-10-04 00:00:00",1157,"5.6100000000000001E+001",1001,8696,2960,0,11941,15099,"1.01E+001",1112
313,"	2017-12-25 00:00:00",206,"3.5399999999999999E+001",1001,682,495,0,6541,1952,"1.8E+000",256
506,"	2017-12-18 00:00:00",247,"6.5599999999999994E+001",1001,2292,483,0,6401,4033,"2.0E+000",505
645,"	2017-12-17 00:00:00",277,"8.9E+001",1001,3776,514,0,6381,5808,"2.2999999999999998E+000",596
498,"	2018-08-26 00:00:00",314,"1.072E+002",1001,4259,382,0,11241,5852,"1.2E+000",399
314,"	2018-10-03 00:00:00",226,"9.9E+001",1001,2838,286,0,11921,3866,"2.1000000000000001E+000",202
567,"	2017-11-25 00:00:00",343,"5.2700000000000003E+001",1001,1738,788,0,5941,3873,"2.7999999999999998E+000",437
789,"	2019-04-08 00:00:00",517,"9.6200000000000003E+001",1001,2338,646,0,15661,4835,"2.0E+000",545
68,"	2019-08-18 00:00:00",38,"6.4400000000000006E+001",1001,242,31,0,18301,424,4.0000000000000002E-001,45
88,"	2019-08-19 00:00:00",35,"5.8399999999999999E+001",1001,312,23,0,18321,533,4.0000000000000002E-001,75
2606,"	2018-06-15 00:00:00",2381,"4.0200000000000003E+001",1001,22170,7471,0,9801,36822,"2.4E+001",2194
2613,"	2018-06-19 00:00:00",2138,"5.4399999999999999E+001",1001,18374,8128,0,9881,33493,"2.3300000000000001E+001",2240
685,"	2018-06-23 00:00:00",821,"3.75E+001",1001,5493,2977,0,9961,10502,"1.24E+001",526
3,"	2019-03-10 00:00:00",0,"1.45E+001",1001,6,1,0,15081,12,1.0000000000000001E-001,2
530,"	2018-11-01 00:00:00",408,"7.6900000000000006E+001",1001,5140,1575,0,12501,8176,"5.2000000000000002E+000",523
577,"	2018-10-30 00:00:00",328,"8.5900000000000006E+001",1001,2875,673,0,12461,4865,"3.0E+000",412
351,"	2019-03-04 00:00:00",220,"8.2200000000000003E+001",1001,1191,218,0,14961,2276,"1.5E+000",296
711,"	2018-10-12 00:00:00",909,"4.65E+001",1001,5469,1726,0,12101,9504,"8.6999999999999993E+000",689
726,"	2018-07-21 00:00:00",421,"1.022E+002",1001,6588,621,0,10521,8971,"1.6000000000000001E+000",615
394,"	2019-02-26 00:00:00",233,"8.6799999999999997E+001",1001,1960,275,0,14841,3156,"1.3999999999999999E+000",294
2,"	2019-02-25 00:00:00",13,"8.1E+001",1001,1956,3,0,14821,1981,4.0000000000000002E-001,7
584,"	2018-10-13 00:00:00",444,"6.6799999999999997E+001",1001,3545,1596,0,12121,6622,"8.3000000000000007E+000",453
1611,"	2018-07-09 00:00:00",1450,"3.8899999999999999E+001",1001,12858,4945,0,10281,22303,"1.7399999999999999E+001",1439
596,"	2018-10-24 00:00:00",479,"7.3799999999999997E+001",1001,3617,1204,0,12341,6440,"4.5E+000",544
55,"	2019-02-20 00:00:00",32,"4.15E+001",1001,347,128,0,14721,594,"2.2000000000000002E+000",32
747,"	2018-08-18 00:00:00",449,"1.0740000000000001E+002",1001,6005,542,0,11081,8378,"1.5E+000",635
16,"	2018-10-21 00:00:00",9,"5.1299999999999997E+001",1001,112,23,0,12281,175,2.9999999999999999E-001,15
120,"	2019-09-18 00:00:00",52,"8.9E+001",1001,400,97,0,18921,754,"2.2000000000000002E+000",85
751,"	2019-02-13 00:00:00",708,"6.1899999999999999E+001",1001,5660,2389,0,14581,10094,"1.1699999999999999E+001",586
386,"	2018-10-15 00:00:00",232,"8.1E+001",1001,2214,339,0,12161,3502,"1.8E+000",331
1206,"	2019-02-11 00:00:00",1363,"5.0200000000000003E+001",1001,10712,5509,0,14541,19919,"1.9699999999999999E+001",1129
402,"	2018-10-18 00:00:00",329,"8.75E+001",1001,2437,446,0,12221,4025,"3.2999999999999998E+000",411
87,"	2019-02-07 00:00:00",78,"5.1600000000000001E+001",1001,706,223,0,14461,1155,"3.1000000000000001E+000",61
549,"	2018-08-19 00:00:00",351,"1.055E+002",1001,4768,375,0,11101,6484,"1.6000000000000001E+000",441
181,"	2019-09-07 00:00:00",89,"8.8599999999999994E+001",1001,673,85,0,18701,1198,"1.6000000000000001E+000",170
281,"	2019-09-11 00:00:00",150,"9.7400000000000006E+001",1001,948,175,0,18781,1737,"1.2E+000",183
135,"	2019-08-31 00:00:00",65,"8.3799999999999997E+001",1001,381,54,0,18561,726,"1.5E+000",91
751,"	2018-10-17 00:00:00",480,"1.013E+002",1001,4076,728,0,12201,6704,"1.8999999999999999E+000",669
188,"	2019-02-03 00:00:00",110,"8.8900000000000006E+001",1001,2173,365,0,14381,3038,"3.3999999999999999E+000",202
782,"	2018-08-21 00:00:00",455,"1.022E+002",1001,4839,638,0,11141,7327,"1.8E+000",613
2118,"	2018-07-23 00:00:00",1717,"4.7100000000000001E+001",1001,13854,7714,0,10561,27262,"2.5100000000000001E+001",1859
792,"	2018-08-22 00:00:00",450,"1.0240000000000001E+002",1001,5275,586,0,11161,7744,"1.6000000000000001E+000",641
1520,"	2018-10-14 00:00:00",1514,"6.0899999999999999E+001",1001,8814,3345,0,12141,16475,"1.2199999999999999E+001",1282
1744,"	2017-04-09 00:00:00",996,"4.0399999999999999E+001",1001,11515,2537,0,1901,18424,"1.51E+001",1632
260,"	2019-08-24 00:00:00",106,"9.4099999999999994E+001",1001,710,63,0,18421,1330,9.0000000000000002E-001,191
179,"	2019-02-22 00:00:00",84,"8.15E+001",1001,1055,122,0,14761,1585,"1.2E+000",145
258,"	2019-08-23 00:00:00",162,"9.4200000000000003E+001",1001,762,139,0,18401,1522,"1.1000000000000001E+000",201
277,"	2019-08-22 00:00:00",137,"9.3400000000000006E+001",1001,880,156,0,18381,1637,"1.6000000000000001E+000",187
1590,"	2018-10-26 00:00:00",1398,"6.5200000000000003E+001",1001,10703,4049,0,12381,19149,"1.2699999999999999E+001",1409
37,"	2018-10-20 00:00:00",19,"4.6299999999999997E+001",1001,149,20,0,12261,244,5.0E-001,19
93,"	2019-02-04 00:00:00",59,"8.6400000000000006E+001",1001,1523,175,0,14401,1911,"3.1000000000000001E+000",61
184,"	2019-09-01 00:00:00",85,"9.5299999999999997E+001",1001,430,50,0,18581,859,8.0000000000000004E-001,110
266,"	2017-09-10 00:00:00",124,"1.26E+001",1001,1274,415,0,4481,2290,"1.8999999999999999E+000",211
643,"	2017-04-07 00:00:00",393,"2.3600000000000001E+001",1001,3724,1085,0,1861,6462,"7.0E+000",617
841,"	2019-04-18 00:00:00",449,"9.4700000000000003E+001",1001,2296,648,0,15861,4775,"2.0E+000",541
75,"	2019-02-06 00:00:00",75,"6.75E+001",1001,822,189,0,14441,1217,"3.6000000000000001E+000",56
631,"	2018-09-30 00:00:00",465,"1.012E+002",1001,4484,594,0,11861,6684,"1.8E+000",510
1772,"	2018-06-30 00:00:00",1485,"3.1E+001",1001,13092,5112,0,10101,22908,"1.6199999999999999E+001",1447
305,"	2017-10-03 00:00:00",173,"2.9199999999999999E+001",1001,1316,667,0,4841,2682,"3.3999999999999999E+000",221
534,"	2017-10-05 00:00:00",294,"3.6E+001",1001,1977,931,0,4881,4203,"5.4000000000000004E+000",467
190,"	2019-09-08 00:00:00",90,"9.3799999999999997E+001",1001,627,74,0,18721,1143,9.0000000000000002E-001,162
346,"	2018-11-20 00:00:00",334,"6.95E+001",1001,3529,875,0,12881,5404,"5.7999999999999998E+000",320
849,"	2017-10-10 00:00:00",521,"3.0199999999999999E+001",1001,4763,1432,0,5021,8238,"1.1E+001",673
787,"	2018-08-16 00:00:00",512,"1.04E+002",1001,5440,672,0,11041,8047,"1.8E+000",636
1994,"	2018-05-28 00:00:00",1472,"4.9200000000000003E+001",1001,15769,5109,0,9621,26168,"1.46E+001",1824
918,"	2018-05-25 00:00:00",716,"4.9399999999999999E+001",1001,7761,2221,0,9561,12404,"1.09E+001",788
690,"	2019-03-15 00:00:00",425,"8.9200000000000003E+001",1001,1918,515,0,15181,3987,"2.2999999999999998E+000",439
1022,"	2018-05-17 00:00:00",1039,"4.1E+001",1001,8889,3663,0,9401,15611,"1.6E+001",998
2785,"	2018-05-11 00:00:00",2453,"4.9799999999999997E+001",1001,22814,6402,0,9281,37031,"2.0800000000000001E+001",2577
899,"	2018-07-27 00:00:00",523,"1.025E+002",1001,6692,784,0,10641,9600,"2.0E+000",702
835,"	2018-04-27 00:00:00",789,"3.4799999999999997E+001",1001,9033,2981,0,9001,14372,"1.7199999999999999E+001",734
460,"	2018-11-06 00:00:00",343,"8.6700000000000003E+001",1001,3056,557,0,12601,4779,"2.6000000000000001E+000",363
759,"	2019-03-21 00:00:00",373,"9.0799999999999997E+001",1001,1876,516,0,15301,4013,"1.8999999999999999E+000",489
512,"	2018-04-05 00:00:00",280,"7.1900000000000006E+001",1001,3384,537,0,8561,5217,"5.2000000000000002E+000",504
77,"	2018-03-30 00:00:00",64,"2.8899999999999999E+001",1001,416,160,0,8441,790,"4.0E+000",73
114,"	2018-03-23 00:00:00",57,"2.15E+001",1001,490,223,0,8301,970,"2.7000000000000002E+000",86
1572,"	2017-04-12 00:00:00",948,"4.7100000000000001E+001",1001,8617,2556,0,1961,15019,"1.5300000000000001E+001",1326
219,"	2018-11-09 00:00:00",145,"8.2E+001",1001,1744,203,0,12661,2525,"1.1000000000000001E+000",214
258,"	2018-03-05 00:00:00",150,"1.7E+001",1001,931,428,0,7941,1999,"1.8E+000",232
487,"	2019-03-27 00:00:00",290,"8.8799999999999997E+001",1001,1232,335,0,15421,2688,"1.8E+000",344
4,"	2018-02-16 00:00:00",2,"1.0E+000",1001,11,19,0,7601,36,4.0000000000000002E-001,0
0,"	2019-03-29 00:00:00",0,0,1001,0,0,0,15461,0,0,0
0,"	2019-03-30 00:00:00",0,0,1001,0,0,0,15481,0,0,0
315,"	2018-01-27 00:00:00",173,"3.6200000000000003E+001",1001,782,720,0,7201,2231,"2.7999999999999998E+000",241
321,"	2018-01-21 00:00:00",161,"2.9899999999999999E+001",1001,1048,448,0,7081,2247,"1.7E+000",269
246,"	2018-01-15 00:00:00",142,"1.9600000000000001E+001",1001,575,410,0,6961,1571,"1.6000000000000001E+000",198
780,"	2017-04-13 00:00:00",490,"3.5700000000000003E+001",1001,3535,1413,0,1981,6848,"8.8000000000000007E+000",630
155,"	2018-01-06 00:00:00",93,"2.1199999999999999E+001",1001,274,315,0,6781,949,"1.2E+000",112
163,"	2017-12-26 00:00:00",104,"2.0E+001",1001,404,282,0,6561,1081,"1.1000000000000001E+000",128
124,"	2017-12-22 00:00:00",97,"1.8600000000000001E+001",1001,412,219,0,6481,956,8.0000000000000004E-001,104
210,"	2018-11-15 00:00:00",131,"8.0200000000000003E+001",1001,1147,221,0,12781,1864,"1.0E+000",155
440,"	2019-04-06 00:00:00",257,"7.5400000000000006E+001",1001,1295,372,0,15621,2668,"5.7999999999999998E+000",304
