中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
1500,"	2021-06-02 00:00:00",1899,"8.85E+001",1001,9504,1899,0,21367,12903,"9.5999999999999996E+000",9504
2896,"	2024-01-08 00:00:00",6361,"5.1E+001",1001,22271,4718,0,24011,34149,"2.3800000000000001E+001",24892
1474,"	2021-06-01 00:00:00",1819,"8.7700000000000003E+001",1001,9926,1819,0,21366,13219,"1.0699999999999999E+001",9926
3551,"	2024-01-07 00:00:00",7315,"6.5599999999999994E+001",1001,22387,5275,0,24010,36270,"1.75E+001",25404
2154,"	2021-05-31 00:00:00",3160,"9.7599999999999994E+001",1001,15424,3160,0,21365,20738,"1.1E+001",15424
1889,"	2024-01-06 00:00:00",4120,"4.8299999999999997E+001",1001,12758,3055,0,24009,20354,"1.8600000000000001E+001",14345
2228,"	2024-01-05 00:00:00",5091,"5.0899999999999999E+001",1001,16469,3775,0,24008,25807,"2.0199999999999999E+001",18488
2313,"	2021-05-30 00:00:00",3865,"1.0059999999999999E+002",1001,16573,3865,0,21364,22751,"1.24E+001",16573
2131,"	2021-05-29 00:00:00",3562,"9.9099999999999994E+001",1001,16763,3562,0,21363,22456,"1.2199999999999999E+001",16763
3238,"	2023-12-24 00:00:00",7192,"5.35E+001",1001,23994,5274,0,23994,37319,"2.3300000000000001E+001",26889
2747,"	2021-05-28 00:00:00",4885,"9.5299999999999997E+001",1001,18614,4885,0,21362,26246,"1.5699999999999999E+001",18614
2734,"	2021-05-27 00:00:00",4830,"9.4400000000000006E+001",1001,18170,4830,0,21361,25734,"1.54E+001",18170
5548,"	2023-12-21 00:00:00",11380,"6.5599999999999994E+001",1001,33552,8160,0,23991,55125,"2.5300000000000001E+001",38197
5648,"	2023-12-20 00:00:00",11232,"7.2200000000000003E+001",1001,32137,7935,0,23990,53718,"2.2399999999999999E+001",36838
1835,"	2021-05-26 00:00:00",3144,"9.4400000000000006E+001",1001,13063,3144,0,21360,18042,"1.09E+001",13063
1870,"	2021-05-25 00:00:00",2271,"8.7700000000000003E+001",1001,12686,2271,0,21359,16827,"1.21E+001",12686
146,"	2023-11-26 00:00:00",526,"3.7299999999999997E+001",1001,1240,446,0,23969,2044,"2.7600000000000001E+001",1372
1910,"	2021-05-24 00:00:00",2317,"9.5400000000000006E+001",1001,13909,2317,0,21358,18136,"1.0300000000000001E+001",13909
1815,"	2021-05-23 00:00:00",2380,"9.6700000000000003E+001",1001,13393,2380,0,21357,17588,"9.4000000000000004E+000",13393
0,"	2023-10-17 00:00:00",0,0,1001,0,0,0,23947,0,0,0
0,"	2023-10-16 00:00:00",0,0,1001,0,0,0,23945,0,0,0
1720,"	2021-05-22 00:00:00",2347,"1.0190000000000001E+002",1001,14149,2347,0,21356,18216,"8.9000000000000004E+000",14149
1748,"	2021-05-21 00:00:00",2433,"1.03E+002",1001,14262,2433,0,21355,18443,"8.5999999999999996E+000",14262
0,"	2023-10-12 00:00:00",0,0,1001,0,0,0,23941,0,0,0
1672,"	2021-05-20 00:00:00",2141,"1.0390000000000001E+002",1001,13819,2141,0,21354,17632,"7.7000000000000002E+000",13819
1664,"	2021-05-19 00:00:00",2228,"1.022E+002",1001,13140,2226,0,21353,17043,"8.5999999999999996E+000",13151
0,"	2023-10-09 00:00:00",0,0,1001,0,0,0,23938,0,0,0
0,"	2023-10-08 00:00:00",0,0,1001,0,0,0,23937,0,0,0
2018,"	2021-05-18 00:00:00",2760,"1.0059999999999999E+002",1001,14570,2763,0,21352,19341,"9.9000000000000004E+000",14563
1711,"	2021-05-17 00:00:00",2068,"1.012E+002",1001,13091,2067,0,21351,16876,"8.1999999999999993E+000",13097
0,"	2023-10-04 00:00:00",0,0,1001,0,0,0,23933,0,0,0
1139,"	2021-05-16 00:00:00",1400,"1.05E+002",1001,10315,1400,0,21350,12854,"6.0E+000",10315
0,"	2023-10-02 00:00:00",0,0,1001,0,0,0,23931,0,0,0
1113,"	2021-05-15 00:00:00",1283,"9.8799999999999997E+001",1001,9916,1283,0,21349,12312,"6.7999999999999998E+000",9916
0,"	2023-10-01 00:00:00",0,0,1001,0,0,0,23930,0,0,0
0,"	2023-09-30 00:00:00",0,0,1001,0,0,0,23929,0,0,0
1384,"	2021-05-14 00:00:00",1387,"9.6700000000000003E+001",1001,11516,1386,0,21348,14297,"7.5999999999999996E+000",11526
1084,"	2021-05-13 00:00:00",853,"1.0159999999999999E+002",1001,8682,853,0,21347,10625,"5.9000000000000004E+000",8688
0,"	2023-09-26 00:00:00",0,0,1001,0,0,0,23925,0,0,0
852,"	2021-05-12 00:00:00",800,"1.04E+002",1001,8264,800,0,21346,9916,"4.7999999999999998E+000",8264
1207,"	2020-11-10 00:00:00",0,"8.3599999999999994E+001",1001,8781,1943,0,20123,11931,"1.29E+001",0
367,"	2017-09-05 00:00:00",249,"1.6300000000000001E+001",1001,2129,684,0,4382,3737,"6.0999999999999996E+000",308
62,"	2017-08-31 00:00:00",36,"1.0E+001",1001,251,148,0,4361,536,"6.5E+000",39
546,"	2022-06-27 00:00:00",379,"1.0290000000000001E+002",1001,5612,378,0,22184,6542,"3.7999999999999998E+000",5617
627,"	2017-08-29 00:00:00",353,"2.0800000000000001E+001",1001,2962,977,0,4321,5378,"7.4000000000000004E+000",459
471,"	2022-06-28 00:00:00",345,"1.03E+002",1001,5146,344,0,22185,5967,"3.3999999999999999E+000",5151
1136,"	2020-11-11 00:00:00",0,"8.4599999999999994E+001",1001,8103,1817,0,20124,11056,"1.29E+001",0
246,"	2022-06-29 00:00:00",140,"8.6E+001",1001,2588,140,0,22186,2974,"4.0E+000",2588
119,"	2022-06-30 00:00:00",61,"8.6599999999999994E+001",1001,1033,61,0,22187,1213,"2.0E+000",1033
1320,"	2020-11-12 00:00:00",0,"8.3599999999999994E+001",1001,9496,2074,0,20125,12890,"1.4699999999999999E+001",0
190,"	2022-07-01 00:00:00",146,"1.0240000000000001E+002",1001,2389,146,0,22188,2725,"1.8999999999999999E+000",2389
249,"	2022-07-02 00:00:00",180,"1.0190000000000001E+002",1001,2616,180,0,22189,3049,"2.0E+000",2620
1455,"	2020-11-13 00:00:00",0,"8.2900000000000006E+001",1001,11080,2596,0,20126,15131,"1.54E+001",0
391,"	2022-07-03 00:00:00",349,"1.045E+002",1001,5558,454,0,22190,5128,"3.0E+000",4388
537,"	2022-07-04 00:00:00",548,"1.0759999999999999E+002",1001,5166,548,0,22191,6251,"3.1000000000000001E+000",5166
1499,"	2020-11-14 00:00:00",0,"7.8E+001",1001,11037,2702,0,20127,15238,"1.7100000000000001E+001",0
442,"	2022-07-05 00:00:00",460,"1.0559999999999999E+002",1001,4927,460,0,22192,5829,"2.8999999999999999E+000",4927
919,"	2017-08-16 00:00:00",564,"3.4899999999999999E+001",1001,5268,1719,0,4061,9271,"1.21E+001",801
1331,"	2017-08-15 00:00:00",747,"4.2600000000000001E+001",1001,8332,2210,0,4041,13756,"1.8E+001",1136
338,"	2022-07-06 00:00:00",280,"9.8400000000000006E+001",1001,3689,280,0,22193,4307,"3.0E+000",3689
1537,"	2017-08-13 00:00:00",1001,"4.8100000000000001E+001",1001,8851,2539,0,4001,15295,"1.6399999999999999E+001",1367
1318,"	2017-08-12 00:00:00",774,"4.0799999999999997E+001",1001,8167,2127,0,3981,13465,"1.6899999999999999E+001",1079
782,"	2020-11-15 00:00:00",0,"8.2200000000000003E+001",1001,6381,1415,0,20141,8578,"1.09E+001",0
284,"	2022-07-07 00:00:00",205,"9.3400000000000006E+001",1001,2837,205,0,22194,3326,"2.7999999999999998E+000",2837
1333,"	2017-08-09 00:00:00",772,"4.3200000000000003E+001",1001,8089,2270,0,3921,13600,"1.7300000000000001E+001",1136
240,"	2022-07-08 00:00:00",178,"9.4200000000000003E+001",1001,2510,178,0,22195,2928,"2.5E+000",2510
1532,"	2020-11-16 00:00:00",0,"8.0900000000000006E+001",1001,11205,2739,0,20142,15476,"1.65E+001",0
332,"	2022-07-09 00:00:00",203,"9.1599999999999994E+001",1001,2823,217,0,22196,3268,"3.2999999999999998E+000",2733
415,"	2022-07-10 00:00:00",347,"8.8700000000000003E+001",1001,3767,347,0,22197,4529,"3.7000000000000002E+000",3767
1265,"	2020-11-17 00:00:00",0,"7.8400000000000006E+001",1001,8732,2176,0,20143,12173,"1.39E+001",0
723,"	2022-07-11 00:00:00",684,"9.1700000000000003E+001",1001,5809,684,0,22198,7216,"6.9000000000000004E+000",5809
659,"	2022-07-12 00:00:00",763,"9.1099999999999994E+001",1001,6244,848,0,22199,7037,"6.2000000000000002E+000",5615
1245,"	2017-08-01 00:00:00",755,"4.4E+001",1001,7622,2222,0,3761,12998,"1.6300000000000001E+001",1154
1343,"	2020-11-18 00:00:00",0,"7.8700000000000003E+001",1001,9183,2370,0,20144,12896,"1.5699999999999999E+001",0
1339,"	2022-07-13 00:00:00",1468,"8.6799999999999997E+001",1001,8865,1468,0,22200,11672,"8.8000000000000007E+000",8865
1426,"	2022-07-14 00:00:00",1482,"9.2200000000000003E+001",1001,10583,1482,0,22201,13491,"9.3000000000000007E+000",10583
1429,"	2020-11-19 00:00:00",0,"8.0299999999999997E+001",1001,9555,2600,0,20145,13584,"1.4199999999999999E+001",0
2013,"	2022-07-15 00:00:00",2427,"9.7E+001",1001,14086,2427,0,22202,18526,"1.0199999999999999E+001",14086
1797,"	2022-07-16 00:00:00",2414,"1.0259999999999999E+002",1001,13868,2414,0,22203,18079,"8.8000000000000007E+000",13868
1274,"	2020-11-20 00:00:00",0,"8.1E+001",1001,8120,1887,0,20146,11281,"1.1E+001",0
2367,"	2022-07-17 00:00:00",3371,"1.025E+002",1001,17149,3371,0,22204,22887,"1.1E+001",17149
1523,"	2022-07-18 00:00:00",1892,"1.012E+002",1001,12324,1938,0,22205,15256,"8.4000000000000004E+000",11841
1992,"	2020-11-21 00:00:00",0,"8.6799999999999997E+001",1001,12553,2935,0,20147,17480,"1.4800000000000001E+001",0
1187,"	2022-07-19 00:00:00",1188,"9.9400000000000006E+001",1001,9323,1188,0,22206,11698,"6.9000000000000004E+000",9323
603,"	2022-07-20 00:00:00",610,"9.8799999999999997E+001",1001,6025,610,0,22207,7238,"4.0999999999999996E+000",6025
1345,"	2022-04-17 00:00:00",1429,"8.8299999999999997E+001",1001,9082,1429,0,22097,11856,"9.1999999999999993E+000",9082
1499,"	2022-04-18 00:00:00",1695,"8.4400000000000006E+001",1001,9720,1688,0,22098,12931,"1.04E+001",9737
497,"	2017-12-30 00:00:00",274,"4.6E+001",1001,1354,689,0,6641,3204,"2.3999999999999999E+000",390
1371,"	2022-04-19 00:00:00",1959,"7.7400000000000006E+001",1001,9955,2222,0,22099,11836,"1.3E+001",8506
120,"	2017-12-28 00:00:00",71,"1.6300000000000001E+001",1001,162,206,0,6601,639,6.9999999999999996E-001,80
830,"	2020-09-22 00:00:00",0,"2.4699999999999999E+001",1001,13021,2202,0,19821,16053,"4.3E+001",0
1047,"	2022-04-20 00:00:00",0,"8.2900000000000006E+001",1001,7415,1597,0,22100,10059,"9.8000000000000007E+000",0
1782,"	2022-04-21 00:00:00",0,"8.3200000000000003E+001",1001,11639,2828,0,22101,16249,"1.2300000000000001E+001",0
1034,"	2020-09-23 00:00:00",0,"3.2E+001",1001,13103,2708,0,19841,16845,"3.6899999999999999E+001",0
1599,"	2022-04-22 00:00:00",0,"8.55E+001",1001,10569,2550,0,22102,14718,"1.54E+001",0
2058,"	2022-04-23 00:00:00",0,"8.9099999999999994E+001",1001,13166,3554,0,22103,18778,"1.55E+001",0
693,"	2020-09-24 00:00:00",0,"2.2199999999999999E+001",1001,11897,2045,0,19842,14635,"4.4100000000000001E+001",0
543,"	2017-12-20 00:00:00",261,"6.8099999999999994E+001",1001,2595,452,0,6441,4346,"1.8999999999999999E+000",495
512,"	2017-12-19 00:00:00",256,"8.1299999999999997E+001",1001,3076,506,0,6421,4892,"2.1000000000000001E+000",542
2807,"	2022-04-24 00:00:00",0,"9.0799999999999997E+001",1001,17642,4713,0,22104,25162,"1.7100000000000001E+001",0
3099,"	2022-04-25 00:00:00",0,"9.2099999999999994E+001",1001,19329,6152,0,22105,28580,"1.9100000000000001E+001",0
878,"	2020-09-25 00:00:00",0,"2.5600000000000001E+001",1001,14172,2407,0,19843,17457,"4.4799999999999997E+001",0
2986,"	2022-04-26 00:00:00",0,"9.1E+001",1001,20059,5525,0,22106,28570,"1.8600000000000001E+001",0
239,"	2017-12-14 00:00:00",172,"2.75E+001",1001,562,438,0,6321,1591,"1.7E+000",180
176,"	2017-12-13 00:00:00",114,"2.4199999999999999E+001",1001,296,321,0,6301,1025,"1.1000000000000001E+000",118
154,"	2017-12-12 00:00:00",89,"3.0399999999999999E+001",1001,337,252,0,6281,947,"1.3999999999999999E+000",115
2626,"	2022-04-27 00:00:00",0,"9.4299999999999997E+001",1001,17230,4563,0,22107,24419,"1.55E+001",0
887,"	2020-09-26 00:00:00",0,"2.5600000000000001E+001",1001,15567,2427,0,19844,18881,"4.45E+001",0
2471,"	2022-04-28 00:00:00",0,"9.75E+001",1001,16320,3512,0,22108,22303,"1.2699999999999999E+001",0
2213,"	2022-04-29 00:00:00",0,"8.9E+001",1001,14754,3518,0,22109,20485,"1.3699999999999999E+001",0
915,"	2020-09-27 00:00:00",0,"2.4399999999999999E+001",1001,15798,2616,0,19845,19329,"4.7200000000000003E+001",0
0,"	2017-12-06 00:00:00",0,"3.3999999999999999E+000",1001,13,2,0,6161,16,0,1
1730,"	2022-04-30 00:00:00",0,"9.0700000000000003E+001",1001,12530,2339,0,22110,16599,"1.1300000000000001E+001",0
2811,"	2022-05-01 00:00:00",0,"8.8700000000000003E+001",1001,17878,3948,0,22111,24637,"1.54E+001",0
469,"	2020-09-28 00:00:00",0,"1.49E+001",1001,7397,1319,0,19846,9185,"4.1399999999999999E+001",0
2137,"	2022-05-02 00:00:00",0,"8.6E+001",1001,12809,2679,0,22112,17625,"1.2E+001",0
1368,"	2022-05-03 00:00:00",0,"8.5299999999999997E+001",1001,8494,1580,0,22113,11442,"9.4000000000000004E+000",0
471,"	2020-09-29 00:00:00",0,"1.59E+001",1001,7135,1358,0,19847,8964,"4.4899999999999999E+001",0
1712,"	2022-05-04 00:00:00",0,"8.35E+001",1001,11128,2909,0,22114,15749,"1.34E+001",0
1868,"	2022-05-05 00:00:00",0,"8.5599999999999994E+001",1001,11710,2860,0,22115,16438,"1.2300000000000001E+001",0
649,"	2020-09-30 00:00:00",0,"2.1399999999999999E+001",1001,10607,1807,0,19848,13063,"4.0299999999999997E+001",0
684,"	2017-11-26 00:00:00",440,"5.9E+001",1001,2056,926,0,5961,4644,"3.1000000000000001E+000",538
2160,"	2022-05-06 00:00:00",0,"8.5900000000000006E+001",1001,13664,3571,0,22116,19395,"1.4300000000000001E+001",0
924,"	2022-05-07 00:00:00",0,"7.7E+001",1001,6449,1342,0,22117,8715,"1.16E+001",0
725,"	2020-10-01 00:00:00",0,"2.0399999999999999E+001",1001,11893,1934,0,19849,14552,"4.4799999999999997E+001",0
641,"	2022-05-08 00:00:00",0,"7.85E+001",1001,4354,882,0,22118,5877,"1.0800000000000001E+001",0
1703,"	2022-05-09 00:00:00",0,"8.1900000000000006E+001",1001,10692,2503,0,22119,14898,"1.4E+001",0
197,"	2022-08-13 00:00:00",82,"7.3E+001",1001,1744,82,0,22273,2023,"2.3999999999999999E+000",1744
410,"	2017-05-19 00:00:00",242,"1.6E+001",1001,3264,877,0,2701,5140,"1.0800000000000001E+001",347
177,"	2022-08-31 00:00:00",0,"8.55E+001",1001,1561,112,0,22287,1850,"2.8999999999999999E+000",0
3539,"	2020-12-05 00:00:00",0,"7.7599999999999994E+001",1001,23478,6666,0,20186,33683,"2.3300000000000001E+001",0
312,"	2022-09-01 00:00:00",0,"7.6900000000000006E+001",1001,2621,166,0,22288,3099,"3.7999999999999998E+000",0
782,"	2022-09-02 00:00:00",0,"9.1299999999999997E+001",1001,5976,591,0,22289,7349,"6.0999999999999996E+000",0
1653,"	2020-12-06 00:00:00",0,"7.6400000000000006E+001",1001,11983,3378,0,20201,17014,"1.8300000000000001E+001",0
618,"	2022-09-03 00:00:00",0,"9.15E+001",1001,4711,413,0,22307,5742,"5.4000000000000004E+000",0
889,"	2022-09-04 00:00:00",0,"9.25E+001",1001,6617,691,0,22327,8197,"6.2000000000000002E+000",0
285,"	2022-09-05 00:00:00",0,"9.2200000000000003E+001",1001,2275,178,0,22328,2738,"3.2999999999999998E+000",0
330,"	2022-09-06 00:00:00",0,"9.1E+001",1001,2725,188,0,22329,3243,"3.2000000000000002E+000",0
1829,"	2020-12-07 00:00:00",0,"7.0400000000000006E+001",1001,13999,3586,0,20221,19414,"2.3100000000000001E+001",0
836,"	2022-09-07 00:00:00",0,"9.25E+001",1001,6487,577,0,22330,7900,"6.0999999999999996E+000",0
527,"	2022-09-08 00:00:00",366,"8.8099999999999994E+001",1001,4234,366,0,22331,5127,"5.0E+000",4234
3210,"	2020-12-08 00:00:00",0,"7.55E+001",1001,21929,6019,0,20241,31158,"2.4199999999999999E+001",0
442,"	2022-09-09 00:00:00",257,"8.1299999999999997E+001",1001,3912,257,0,22347,4611,"4.0999999999999996E+000",3912
628,"	2022-09-10 00:00:00",421,"9.4599999999999994E+001",1001,5502,421,0,22367,6551,"4.0999999999999996E+000",5502
3458,"	2024-04-01 00:00:00",1910,"8.3900000000000006E+001",1001,21129,5107,0,24094,34557,"1.2800000000000001E+001",2953
4185,"	2024-03-31 00:00:00",2412,"8.0400000000000006E+001",1001,24865,6070,0,24093,40917,"1.4800000000000001E+001",3385
1717,"	2024-03-30 00:00:00",921,"7.9200000000000003E+001",1001,11545,2419,0,24092,18054,"1.34E+001",1452
1945,"	2020-12-09 00:00:00",0,"7.7299999999999997E+001",1001,12248,3224,0,20242,17417,"1.6E+001",0
3381,"	2024-03-27 00:00:00",1889,"8.0E+001",1001,22829,4671,0,24090,35900,"1.41E+001",3130
1905,"	2024-03-26 00:00:00",991,"7.3400000000000006E+001",1001,13692,2995,0,24089,21350,"1.2699999999999999E+001",1767
458,"	2022-09-11 00:00:00",293,"9.0900000000000006E+001",1001,4038,293,0,22387,4789,"4.4000000000000004E+000",4038
242,"	2022-09-12 00:00:00",109,"9.05E+001",1001,2218,125,0,22407,2330,"3.0E+000",1979
2511,"	2024-03-23 00:00:00",1421,"7.3799999999999997E+001",1001,17649,3822,0,24086,27640,"1.41E+001",2237
2253,"	2024-03-22 00:00:00",1231,"7.4799999999999997E+001",1001,13993,3319,0,24085,22752,"1.26E+001",1956
1061,"	2020-12-10 00:00:00",0,"8.1099999999999994E+001",1001,7109,1754,0,20243,9924,"1.2699999999999999E+001",0
257,"	2022-09-13 00:00:00",155,"8.0400000000000006E+001",1001,2356,155,0,22427,2768,"3.1000000000000001E+000",2356
2742,"	2024-03-19 00:00:00",5920,"6.5200000000000003E+001",1001,18329,4394,0,24082,29362,"1.8300000000000001E+001",20700
1085,"	2024-03-18 00:00:00",2355,"7.05E+001",1001,19045,4237,0,24081,11719,"1.6800000000000001E+001",8279
1235,"	2020-12-11 00:00:00",0,"8.2200000000000003E+001",1001,8100,1938,0,20244,11273,"1.2300000000000001E+001",0
500,"	2022-09-14 00:00:00",367,"9.1299999999999997E+001",1001,3930,367,0,22447,4797,"4.2000000000000002E+000",3930
2768,"	2024-03-15 00:00:00",5374,"7.7400000000000006E+001",1001,17633,3877,0,24078,28296,"1.4199999999999999E+001",20154
2902,"	2024-03-14 00:00:00",5733,"6.9200000000000003E+001",1001,19748,4203,0,24077,31001,"1.7800000000000001E+001",22366
3183,"	2024-03-13 00:00:00",6280,"7.2299999999999997E+001",1001,20568,4606,0,24076,32647,"1.6600000000000001E+001",23184
490,"	2022-09-15 00:00:00",382,"9.2799999999999997E+001",1001,4132,382,0,22467,5004,"4.7000000000000002E+000",4132
2122,"	2024-03-11 00:00:00",4453,"6.5799999999999997E+001",1001,14294,3283,0,24074,22696,"1.46E+001",16121
1039,"	2020-12-12 00:00:00",0,"8.35E+001",1001,7601,1551,0,20261,10191,"1.15E+001",0
419,"	2022-09-16 00:00:00",286,"8.8400000000000006E+001",1001,4540,286,0,22468,5245,"5.7000000000000002E+000",4540
788,"	2022-09-17 00:00:00",585,"9.0900000000000006E+001",1001,6456,585,0,22487,7829,"6.7000000000000002E+000",6456
3822,"	2024-03-07 00:00:00",2095,"6.7099999999999994E+001",1001,26675,5239,0,24070,41209,"1.9E+001",3378
2957,"	2024-03-06 00:00:00",1646,"6.6200000000000003E+001",1001,20082,4519,0,24069,31971,"1.65E+001",2767
926,"	2024-03-05 00:00:00",2066,"6.6E+001",1001,21273,4822,0,24068,11409,"1.8600000000000001E+001",8417
160,"	2020-12-13 00:00:00",0,"9.1E+001",1001,1799,98,0,20281,2057,"2.2000000000000002E+000",0
2978,"	2021-09-12 00:00:00",4948,"8.5799999999999997E+001",1001,18537,4948,0,21540,26463,"1.8899999999999999E+001",18537
1511,"	2021-09-01 00:00:00",2343,"8.2299999999999997E+001",1001,10177,2343,0,21529,14031,"1.3800000000000001E+001",10177
752,"	2020-08-06 00:00:00",0,"2.55E+001",1001,10706,2174,0,19321,13632,"3.8399999999999999E+001",0
5,"	2022-01-09 00:00:00",0,"8.5900000000000006E+001",1001,32,2,0,22001,39,"3.6000000000000001E+000",0
1455,"	2022-01-13 00:00:00",0,"8.6099999999999994E+001",1001,9983,1499,0,22002,12937,"9.6999999999999993E+000",0
1115,"	2020-08-07 00:00:00",0,"3.2799999999999997E+001",1001,13697,2878,0,19322,17690,"3.2799999999999997E+001",0
942,"	2022-01-15 00:00:00",0,"8.8099999999999994E+001",1001,6358,1208,0,22003,8508,"8.4000000000000004E+000",0
1612,"	2022-01-18 00:00:00",0,"8.7E+001",1001,11156,1449,0,22004,14217,"9.0999999999999996E+000",0
1563,"	2020-08-08 00:00:00",0,"4.1899999999999999E+001",1001,17985,3632,0,19341,23180,"3.3700000000000003E+001",0
1817,"	2022-01-11 00:00:00",0,"9.7E+001",1001,13613,2538,0,22005,17968,"1.0199999999999999E+001",0
1194,"	2022-01-12 00:00:00",0,"8.6599999999999994E+001",1001,7656,1364,0,22006,10214,"8.9000000000000004E+000",0
1889,"	2020-08-09 00:00:00",0,"4.3100000000000001E+001",1001,23665,4681,0,19361,30235,"3.6600000000000001E+001",0
1202,"	2022-01-16 00:00:00",0,"8.1799999999999997E+001",1001,8078,1456,0,22007,10736,"8.4000000000000004E+000",0
1480,"	2022-01-10 00:00:00",0,"8.2099999999999994E+001",1001,8817,1924,0,22008,12221,"1.36E+001",0
2012,"	2020-08-10 00:00:00",0,"5.2799999999999997E+001",1001,24759,4951,0,19381,31722,"3.7299999999999997E+001",0
1058,"	2022-01-14 00:00:00",0,"8.4200000000000003E+001",1001,6835,1243,0,22009,9136,"1.0E+001",0
1894,"	2020-08-11 00:00:00",0,"4.2100000000000001E+001",1001,27024,4774,0,19401,33692,"4.6899999999999999E+001",0
859,"	2022-01-17 00:00:00",0,"8.4299999999999997E+001",1001,5623,929,0,22010,7411,"8.0E+000",0
1258,"	2022-01-19 00:00:00",0,"8.8599999999999994E+001",1001,8451,1183,0,22011,10892,"8.0E+000",0
1151,"	2020-08-12 00:00:00",0,"3.3399999999999999E+001",1001,14591,2967,0,19402,18709,"3.9899999999999999E+001",0
785,"	2022-01-20 00:00:00",0,"8.3299999999999997E+001",1001,5681,804,0,22012,7270,"6.2999999999999998E+000",0
1023,"	2022-01-21 00:00:00",0,"8.3799999999999997E+001",1001,7595,1193,0,22013,9811,"8.3000000000000007E+000",0
899,"	2020-08-13 00:00:00",0,"3.3700000000000003E+001",1001,11886,2429,0,19403,15214,"3.2899999999999999E+001",0
852,"	2022-01-22 00:00:00",0,"8.3799999999999997E+001",1001,6075,915,0,22014,7842,"7.5999999999999996E+000",0
528,"	2022-01-23 00:00:00",0,"8.1299999999999997E+001",1001,3869,626,0,22015,5023,"7.5999999999999996E+000",0
1356,"	2020-08-14 00:00:00",0,"3.5899999999999999E+001",1001,18552,3806,0,19404,23714,"3.55E+001",0
539,"	2022-01-24 00:00:00",0,"7.7799999999999997E+001",1001,4160,769,0,22016,5468,"9.0E+000",0
699,"	2022-01-25 00:00:00",0,"8.0200000000000003E+001",1001,5061,762,0,22017,6522,"6.7999999999999998E+000",0
1658,"	2020-08-15 00:00:00",0,"4.0E+001",1001,21559,4311,0,19405,27528,"3.7399999999999999E+001",0
958,"	2022-01-26 00:00:00",0,"7.6700000000000003E+001",1001,6222,1034,0,22018,8214,"8.1999999999999993E+000",0
1128,"	2022-01-27 00:00:00",0,"7.6200000000000003E+001",1001,6943,1532,0,22019,9603,"1.25E+001",0
906,"	2020-08-16 00:00:00",0,"2.9600000000000001E+001",1001,12721,2370,0,19406,15997,"3.8299999999999997E+001",0
1388,"	2022-01-28 00:00:00",0,"8.0799999999999997E+001",1001,8897,1821,0,22020,12106,"1.16E+001",0
1596,"	2022-01-29 00:00:00",0,"8.8700000000000003E+001",1001,10140,1548,0,22021,13284,"9.0E+000",0
2016,"	2022-01-30 00:00:00",2618,"9.9099999999999994E+001",1001,14781,2618,0,22022,19415,"1.11E+001",14781
88,"	2022-02-01 00:00:00",105,"8.8400000000000006E+001",1001,8783,1603,0,22023,798,"1.0199999999999999E+001",605
815,"	2020-08-17 00:00:00",0,"3.4299999999999997E+001",1001,9748,2378,0,19421,12941,"3.3299999999999997E+001",0
1672,"	2022-02-02 00:00:00",1915,"8.7200000000000003E+001",1001,11919,1915,0,22024,15506,"1.0699999999999999E+001",11919
2278,"	2022-02-03 00:00:00",2708,"9.0E+001",1001,14477,2708,0,22025,19463,"1.2E+001",14477
758,"	2020-08-18 00:00:00",0,"2.9600000000000001E+001",1001,11017,2175,0,19422,13950,"3.5299999999999997E+001",0
1475,"	2022-02-04 00:00:00",1737,"9.7799999999999997E+001",1001,12325,1737,0,22026,15537,"8.3000000000000007E+000",12325
975,"	2018-05-08 00:00:00",1455,"3.8200000000000003E+001",1001,10154,2991,0,9221,16407,"1.7199999999999999E+001",832
545,"	2019-05-28 00:00:00",269,"9.1599999999999994E+001",1001,1428,317,0,16661,2910,"1.6000000000000001E+000",351
684,"	2019-05-31 00:00:00",311,"9.5700000000000003E+001",1001,1580,409,0,16721,3413,"1.7E+000",429
514,"	2019-06-04 00:00:00",258,"9.2799999999999997E+001",1001,1353,287,0,16801,2776,"1.6000000000000001E+000",364
972,"	2018-08-07 00:00:00",546,"1.048E+002",1001,6808,770,0,10861,9871,"1.8E+000",775
1385,"	2018-12-20 00:00:00",1165,"6.2700000000000003E+001",1001,8864,3470,0,13481,15982,"1.34E+001",1098
451,"	2018-12-22 00:00:00",280,"8.8900000000000006E+001",1001,3984,424,0,13521,5494,"2.0E+000",355
791,"	2018-12-24 00:00:00",534,"9.2400000000000006E+001",1001,5162,959,0,13561,8066,"4.0999999999999996E+000",620
1041,"	2017-05-01 00:00:00",632,"3.2100000000000001E+001",1001,5631,1626,0,2341,9806,"1.11E+001",876
1002,"	2018-08-09 00:00:00",625,"1.078E+002",1001,8114,845,0,10901,11492,"1.8E+000",906
297,"	2019-06-24 00:00:00",171,"7.3299999999999997E+001",1001,1174,256,0,17201,2155,"1.3999999999999999E+000",257
990,"	2017-04-20 00:00:00",618,"2.3E+001",1001,9802,1779,0,2121,14138,"2.4E+001",949
353,"	2019-06-30 00:00:00",200,"9.5200000000000003E+001",1001,889,127,0,17321,1792,"1.0E+000",223
563,"	2019-07-03 00:00:00",285,"8.9099999999999994E+001",1001,1682,277,0,17381,3199,"2.7000000000000002E+000",392
695,"	2018-08-11 00:00:00",453,"1.0559999999999999E+002",1001,5308,519,0,10941,7594,"1.3999999999999999E+000",619
